BiGG	formula	charge
trnaglu	C28H34N11O21P3*	-3.0
trnagly	C28H34N11O21P3*	-3.0
trnahis	C28H34N11O21P3*	-3.0
trnaile	C28H34N11O21P3*	-3.0
trnaleu	C28H34N11O21P3*	-3.0
trnalys	C28H34N11O21P3*	-3.0
trnamet	C28H34N11O21P3*	-3.0
trnaphe	C28H34N11O21P3*	-3.0
trnapro	C28H34N11O21P3*	-3.0
trnasecys	C10H12N5O3*	0.0
trnaser	C28H34N11O21P3*	-3.0
trnathr	C28H34N11O21P3*	-3.0
trnatrp	C28H34N11O21P3*	-3.0
trnatyr	C28H34N11O21P3*	-3.0
trnaval	C28H34N11O21P3*	-3.0
trp__L	C11H12N2O2	0.0
trpalapro	C19H24N4O4	0.0
trpargala	C20H30N7O4	1.0
trpaspasp	C19H20N4O8	-2.0
trpglngln	C21H28N6O6	0.0
trpglugly	C18H21N4O6	-1.0
trpgluleu	C22H29N4O6	-1.0
trpglupro	C21H25N4O6	-1.0
trpglutyr	C25H27N4O7	-1.0
trpglyasp	C17H19N4O6	-1.0
trpglyleu	C19H26N4O4	0.0
trpglyphe	C22H24N4O4	0.0
trpglyval	C18H24N4O4	0.0
trphismet	C22H28N6O4S	0.0
trpilelys	C23H36N5O4	1.0
trpiletrp	C28H33N5O4	0.0
trpleuval	C22H32N4O4	0.0
trplys	C17H25N4O3	1.0
trpmetarg	C22H33N7O4S	0.0
trpmetval	C21H30N4O4S	0.0
trpphe	C20H21N3O3	0.0
trpprogly	C18H22N4O4	0.0
trpproleu	C22H30N4O4	0.0
trpproval	C21H28N4O4	0.0
trpsertyr	C23H26N4O6	0.0
trpthrglu	C20H25N4O7	-1.0
trpthrile	C21H30N4O5	0.0
trpthrtyr	C24H28N4O6	0.0
trptrna	C21H22N7O4*	0.0
trptyrgln	C25H29N5O6	0.0
trptyrtyr	C29H30N4O6	0.0
trpvalasp	C20H25N4O6	-1.0
trypta	C10H13N2	1.0
ts3	C27H44O	0.0
tsacmgluc	C15H19NO9S	0.0
tsacmsul	C9H11NO6S2	0.0
tststerone	C19H28O2	0.0
tststeroneglc	C25H35O8	-1.0
tststerones	C19H28O5S	0.0
tsul	HO3S2	-1.0
ttc_ggdp	C20H33O7P2	-3.0
ttccoa	C45H78N7O17P3S	-4.0
ttdca	C14H27O2	-1.0
ttdcal	C14H28O	0.0
ttdcea	C14H25O2	-1.0
ttdcrn	C21H41NO4	0.0
ttetddcoa	C35H54N7O17P3S	-4.0
tton	O6S3	-2.0
ttrcyc	C22H24N2O8	0.0
tungs	O4W	-2.0
txa2	C20H31O5	-1.0
txb2	C20H33O6	-1.0
tym	C8H12NO	1.0
tymsf	C8H11NO4S	0.0
tyr__L	C9H11NO3	0.0
tyrala	C12H16N2O4	0.0
tyralaphe	C21H25N3O5	0.0
tyrargglu	C20H30N6O7	0.0
tyrargser	C18H29N6O6	1.0
tyrasparg	C19H28N6O7	0.0
tyrcysgly	C14H19N3O5S	0.0
tyrcysthr	C16H23N3O6S	0.0
tyrglu	C14H17N2O6	-1.0
tyrleuarg	C21H35N6O5	1.0
tyrp	C9H10NO6P	-2.0
tyrphetyr	C27H29N3O6	0.0
tyrthr	C13H18N2O5	0.0
tyrtrna	C19H21N6O5*	0.0
tyrtrpphe	C29H30N4O5	0.0
tyrtyr	C18H20N2O5	0.0
tyrvalmet	C19H29N3O5S	0.0
u23ga	C43H75N3O20P2	-2.0
u3aga	C31H51N3O19P2	-2.0
u3aga_HP	C31H51N3O19P2	-2.0
u3hga	C29H50N3O18P2	-1.0
u3hga_HP	C29H50N3O18P2	-1.0
uLa4fn	C61H99NO8P	-1.0
uLa4n	C60H100NO7P	0.0
uaAgla	C86H143N7O21P2	0.0
uaagmda	C95H152N8O28P2	-4.0
uaccg	C20H26N3O19P2	-3.0
uacgam	C17H25N3O17P2	-2.0
uacmam	C17H25N3O17P2	-2.0
uacmamu	C17H22N3O18P2	-3.0
uagmda	C87H139N7O23P2	-4.0
uama	C23H33N4O20P2	-3.0
uamag	C28H39N5O23P2	-4.0
uamr	C20H31N3O19P2	0.0
udca	C11H21O2	-1.0
udcal	C11H22O	0.0
udcpdp	C55H92O7P2	0.0
udcpp	C55H90O4P	-1.0
udp	C9H11N2O12P2	-3.0
udpLa4fn	C15H22N3O16P2	-1.0
udpLa4n	C14H22N3O15P2	-1.0
udpLa4o	C14H18N2O16P2	-2.0
udpacgal	C17H27N3O17P2	0.0
udpg	C15H22N2O17P2	-2.0
udpgal	C15H22N2O17P2	-2.0
udpgalfur	C15H22N2O17P2	-2.0
udpgalur	C15H19N2O18P2	-3.0
udpglcur	C15H19N2O18P2	-3.0
udprib	C14H22N2O17P2	0.0
udpsq	C15H21N2O19P2S	-3.0
udpxyl	C14H20N2O16P2	-2.0
ugam	C15H24N3O16P2	-1.0
ugmd	C35H51N7O26P2	-4.0
ugmda	C41H61N9O28P2	-4.0
um4p	C38H56N8O27P2	-4.0
ump	C9H11N2O9P	-2.0
unaga	C63H103NO12P2	-2.0
unagamu	C71H113N2O18P2	-3.0
unagamuf	C79H126N3O22P2	-3.0
undcoa	C32H56N7O17P3S	0.0
unk2_BS	C11H14ClNO3	0.0
uppg3	C40H36N4O16	-8.0
ura	C4H4N2O2	0.0
uracp	C4H6N2O4	0.0
urate	C5H4N4O3	0.0
urcan	C6H5N2O2	-1.0
urdglyc	C3H5N2O4	-1.0
urea	CH4N2O	0.0
uri	C9H12N2O6	0.0
urscholcoa	C45H70N7O19P3S	-4.0
utp	C9H11N2O15P3	-4.0
vacc	C18H34O2	0.0
vacccoa	C39H68N7O17P3S	0.0
vacccrn	C25H47NO4	0.0
vaccoa	C25H36N7O17P3S	-4.0
val__L	C5H11NO2	0.0
valarggly	C13H27N6O4	1.0
valhisasn	C15H24N6O5	0.0
valleuphe	C20H31N3O4	0.0
vallystyr	C20H33N4O5	1.0
valphearg	C20H33N6O4	1.0
valprotrp	C21H28N4O4	0.0
valserarg	C14H29N6O5	1.0
valtrna	C15H22N6O4*	1.0
valtrpphe	C25H30N4O4	0.0
valtrpval	C21H30N4O4	0.0
valval	C10H20N2O3	0.0
vanillac	C10H12O5	0.0
vanilpyr	C10H10O5	0.0
vanln	C8H8O3	0.0
vanlt	C8H7O4	-1.0
vitd2	C28H44O	0.0
vitd3	C27H44O	0.0
wharachd	C20H31O3	-1.0
whddca	C12H23O3	-1.0
whhdca	C16H31O3	-1.0
whtststerone	C19H28O3	0.0
whttdca	C14H27O3	-1.0
xan	C5H4N4O2	0.0
xdp	C10H11N4O12P2	-3.0
xmp	C10H11N4O9P	-2.0
xol24oh	C27H46O2	0.0
xol25oh	C27H46O2	0.0
xol27oh	C27H46O2	0.0
xol7a	C27H46O2	0.0
xol7ah	C27H46O2	0.0
xol7ah2	C27H48O2	0.0
xol7ah2al	C27H46O3	0.0
xol7ah3	C27H48O3	0.0
xol7aone	C27H44O2	0.0
xoldiolone	C27H44O3	0.0
xoldioloneh	C27H46O3	0.0
xolest181_hs	C45H78O2	0.0
xolest182_hs	C45H76O2	0.0
xolest183_hs	C45H74O2	0.0
xolest204_hs	C47H76O2	0.0
xolest205_hs	C47H74O2	0.0
xolest226_hs	C49H76O2	0.0
xolest2_hs	C28H45O2*	0.0
xolest_hs	C28H45O2*	0.0
xoltetrol	C27H48O4	0.0
xoltri24	C27H46O3	0.0
xoltri25	C27H46O3	0.0
xoltri27	C27H46O3	0.0
xoltriol	C27H48O3	0.0
xser	C9H14N2O7*	0.0
xtp	C10H11N4O15P3	-4.0
xtsn	C10H12N4O6	0.0
xu5p__D	C5H9O8P	-2.0
xu5p__L	C5H9O8P	-2.0
xyl3	C15H26O13	0.0
xyl__D	C5H10O5	0.0
xylnact__D	C5H8O5	0.0
xylnt	C5H9O6	-1.0
xylt	C5H12O5	0.0
xylu__D	C5H10O5	0.0
xylu__L	C5H10O5	0.0
zn2	Zn	2.0
zym_int2	C27H42O	0.0
zymst	C27H44O	0.0
zymstnl	C27H46O	0.0
